nombre_japones,nombre,habilidades,contraataque_insecto,contraataque_siniestro,contraataque_dragon,contraataque_electrico,contraataque_hada,contraataque_lucha,contraataque_fuego,contraataque_volador,contraataque_fantasma,contraataque_planta,contraataque_tierra,contraataque_hielo,contraataque_normal,contraataque_veneno,contraataque_psiquico,contraataque_roca,contraataque_acero,contraataque_agua,ataque,pasos_base_para_eclosion,felicidad_base,total_base,Probabilidad_de_captura,clasificacion,defensa,crecimiento_experiencia,altura_(m),Puntos_de_salud,%_macho,No_Pokedex,ataque_especial,defensa_especial,velocidad,tipo1,tipo2,peso_(kg),generacion,es_legendario
Yadonヤドン,Slowpoke,"Oblivious, Own Tempo, Regenerator",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65,5120,70,315,190,Dopey Pokémon,65,1000000,1.2,90,50.0,79,40,40,15,Water,Psychic,36.0,1,0
Yadoranヤドラン,Slowbro,"Oblivious, Own Tempo, Regenerator",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,590,75,Hermit Crab Pokémon,180,1000000,1.6,95,50.0,80,130,80,30,Water,Psychic,78.5,1,0
Coilコイル,Magnemite,"Magnet Pull, Sturdy, Analytic",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35,5120,70,325,190,Magnet Pokémon,70,1000000,0.3,25,-1.0,81,95,55,45,Electric,Steel,6.0,1,0
Rarecoilレアコイル,Magneton,"Magnet Pull, Sturdy, Analytic",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60,5120,70,465,60,Magnet Pokémon,95,1000000,1.0,50,-1.0,82,120,70,70,Electric,Steel,60.0,1,0
Kamonegiカモネギ,Farfetch'D,"Keen Eye, Inner Focus, Defiant",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,90,5120,70,377,45,Wild Duck Pokémon,55,1000000,0.8,52,50.0,83,58,62,60,Normal,Flying,15.0,1,0
Dodoドードー,Doduo,"Run Away, Early Bird, Tangled Feet",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,5120,70,310,190,Twin Bird Pokémon,45,1000000,1.4,35,50.0,84,35,35,75,Normal,Flying,39.2,1,0
Dodorioドードリオ,Dodrio,"Run Away, Early Bird, Tangled Feet",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110,5120,70,470,45,Triple Bird Pokémon,70,1000000,1.8,60,50.0,85,60,60,110,Normal,Flying,85.2,1,0
Pawouパウワウ,Seel,"Thick Fat, Hydration, Ice Body",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,325,190,Sea Lion Pokémon,55,1000000,1.1,65,50.0,86,45,70,45,Water,Ninguno,90.0,1,0
Jugonジュゴン,Dewgong,"Thick Fat, Hydration, Ice Body",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,70,475,75,Sea Lion Pokémon,80,1000000,1.7,90,50.0,87,70,95,70,Water,Ice,120.0,1,0
Betbeterベトベター,Grimer,"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80,5120,70,325,190,Sludge Pokémon,50,1000000,1.0,80,50.0,88,40,50,25,Poison,Poison,27.3,1,0
Betbetonベトベトン,Muk,"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105,5120,70,500,75,Sludge Pokémon,75,1000000,1.0,105,50.0,89,65,100,50,Poison,Poison,27.3,1,0
Shellderシェルダー,Shellder,"Shell Armor, Skill Link, Overcoat",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,305,190,Bivalve Pokémon,100,1250000,0.3,30,50.0,90,45,25,40,Water,Ninguno,4.0,1,0
Parshenパルシェン,Cloyster,"Shell Armor, Skill Link, Overcoat",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95,5120,70,525,60,Bivalve Pokémon,180,1250000,1.5,50,50.0,91,85,45,70,Water,Ice,132.5,1,0
Ghosゴース,Gastly,Levitate,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35,5120,70,310,190,Gas Pokémon,30,1059860,1.3,30,50.0,92,100,35,80,Ghost,Poison,0.1,1,0
Ghostゴースト,Haunter,Levitate,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50,5120,70,405,90,Gas Pokémon,45,1059860,1.6,45,50.0,93,115,55,95,Ghost,Poison,0.1,1,0
Gangarゲンガー,Gengar,Cursed Body,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65,5120,70,600,45,Shadow Pokémon,80,1059860,1.5,60,50.0,94,170,95,130,Ghost,Poison,40.5,1,0
Iwarkイワーク,Onix,"Rock Head, Sturdy, Weak Armor",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45,6400,70,385,45,Rock Snake Pokémon,160,1000000,8.8,35,50.0,95,30,45,70,Rock,Ground,210.0,1,0
Sleepeスリープ,Drowzee,"Insomnia, Forewarn, Inner Focus",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,328,190,Hypnosis Pokémon,45,1000000,1.0,60,50.0,96,43,90,42,Psychic,Ninguno,32.4,1,0
Sleeperスリーパー,Hypno,"Insomnia, Forewarn, Inner Focus",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73,5120,70,483,75,Hypnosis Pokémon,70,1000000,1.6,85,50.0,97,73,115,67,Psychic,Ninguno,75.6,1,0
Crabクラブ,Krabby,"Hyper Cutter, Shell Armor, Sheer Force",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,325,225,River Crab Pokémon,90,1000000,0.4,30,50.0,98,25,25,50,Water,Ninguno,6.5,1,0
Kinglerキングラー,Kingler,"Hyper Cutter, Shell Armor, Sheer Force",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130,5120,70,475,60,Pincer Pokémon,115,1000000,1.3,55,50.0,99,50,50,75,Water,Ninguno,60.0,1,0
Biriridamaビリリダマ,Voltorb,"Soundproof, Static, Aftermath",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120,70,330,190,Ball Pokémon,50,1000000,0.5,40,-1.0,100,55,55,100,Electric,Ninguno,10.4,1,0
Marumineマルマイン,Electrode,"Soundproof, Static, Aftermath",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,490,60,Ball Pokémon,70,1000000,1.2,60,-1.0,101,80,80,150,Electric,Ninguno,66.6,1,0
Tamatamaタマタマ,Exeggcute,"Chlorophyll, Harvest",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40,5120,70,325,90,Egg Pokémon,80,1250000,0.4,60,50.0,102,60,45,40,Grass,Psychic,2.5,1,0
Nassyナッシー,Exeggutor,"Chlorophyll, Harvest, Frisk, Harvest",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105,5120,70,530,45,Coconut Pokémon,85,1250000,1.0,95,50.0,103,125,75,45,Grass,Psychic,27.3,1,0
Karakaraカラカラ,Cubone,"Rock Head, Lightningrod, Battle Armor",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50,5120,70,320,190,Lonely Pokémon,95,1000000,0.4,50,50.0,104,40,50,35,Ground,Ninguno,6.5,1,0
Garagaraガラガラ,Marowak,"Rock Head, Lightningrod, Battle Armor, Cursed Body, Lightningrod, Rock Head",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,1.0,60,50.0,105,50,80,45,Ground,Fire,27.3,1,0
Sawamularサワムラー,Hitmonlee,"Limber, Reckless, Unburden",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,6400,70,455,45,Kicking Pokémon,53,1000000,1.5,50,100.0,106,35,110,87,Fighting,Ninguno,49.8,1,0
Ebiwalarエビワラー,Hitmonchan,"Keen Eye, Iron Fist, Inner Focus",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,6400,70,455,45,Punching Pokémon,79,1000000,1.4,50,100.0,107,35,110,76,Fighting,Ninguno,50.2,1,0
Beroringaベロリンガ,Lickitung,"Own Tempo, Oblivious, Cloud Nine",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,385,45,Licking Pokémon,75,1000000,1.2,90,50.0,108,60,75,30,Normal,Ninguno,65.5,1,0
Dogarsドガース,Koffing,Levitate,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,70,340,190,Poison Gas Pokémon,95,1000000,0.6,40,50.0,109,60,45,35,Poison,Ninguno,1.0,1,0
Matadogasマタドガス,Weezing,Levitate,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,70,490,60,Poison Gas Pokémon,120,1000000,1.2,65,50.0,110,85,70,60,Poison,Ninguno,9.5,1,0
Sihornサイホーン,Rhyhorn,"Lightningrod, Rock Head, Reckless",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,70,345,120,Spikes Pokémon,95,1250000,1.0,80,50.0,111,30,30,25,Ground,Rock,115.0,1,0
Sidonサイドン,Rhydon,"Lightningrod, Rock Head, Reckless",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,60,Drill Pokémon,120,1250000,1.9,105,50.0,112,45,45,40,Ground,Rock,120.0,1,0
Luckyラッキー,Chansey,"Natural Cure, Serene Grace, Healer",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,30,Egg Pokémon,5,800000,1.1,250,0.0,113,35,105,50,Normal,Ninguno,34.6,1,0
Monjaraモンジャラ,Tangela,"Chlorophyll, Leaf Guard, Regenerator",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,45,Vine Pokémon,115,1000000,1.0,65,50.0,114,100,40,60,Grass,Ninguno,35.0,1,0
Garuraガルーラ,Kangaskhan,"Early Bird, Scrappy, Inner Focus",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,45,Parent Pokémon,100,1000000,2.2,105,0.0,115,60,100,100,Normal,Ninguno,80.0,1,0
Tattuタッツー,Horsea,"Swift Swim, Sniper, Damp",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,225,Dragon Pokémon,70,1000000,0.4,30,50.0,116,70,25,60,Water,Ninguno,8.0,1,0
Seadraシードラ,Seadra,"Poison Point, Sniper, Damp",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,75,Dragon Pokémon,95,1000000,1.2,55,50.0,117,95,45,85,Water,Ninguno,25.0,1,0
Tosakintoトサキント,Goldeen,"Swift Swim, Water Veil, Lightningrod",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,225,Goldfish Pokémon,60,1000000,0.6,45,50.0,118,35,50,63,Water,Ninguno,15.0,1,0
Azumaoアズマオウ,Seaking,"Swift Swim, Water Veil, Lightningrod",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,60,Goldfish Pokémon,65,1000000,1.3,80,50.0,119,65,80,68,Water,Ninguno,39.0,1,0
Hitodemanヒトデマン,Staryu,"Illuminate, Natural Cure, Analytic",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,225,Starshape Pokémon,55,1250000,0.8,30,-1.0,120,70,55,85,Water,Ninguno,34.5,1,0
Starmieスターミー,Starmie,"Illuminate, Natural Cure, Analytic",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,60,Mysterious Pokémon,85,1250000,1.1,60,-1.0,121,100,85,115,Water,Psychic,80.0,1,0
Barrierdバリヤード,Mr. Mime,"Soundproof, Filter, Technician",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,70,460,45,Barrier Pokémon,65,1000000,1.3,40,50.0,122,100,120,90,Psychic,Fairy,54.5,1,0
Strikeストライク,Scyther,"Swarm, Technician, Steadfast",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,45,Mantis Pokémon,80,1000000,1.5,70,50.0,123,55,80,105,Bug,Flying,56.0,1,0
Rougelaルージュラ,Jynx,"Oblivious, Forewarn, Dry Skin",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,45,Humanshape Pokémon,35,1000000,1.4,65,0.0,124,115,95,95,Ice,Psychic,40.6,1,0
Elebooエレブー,Electabuzz,"Static, Vital Spirit",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,45,Electric Pokémon,57,1000000,1.1,65,75.4,125,95,85,105,Electric,Ninguno,30.0,1,0
Booberブーバー,Magmar,"Flame Body, Vital Spirit",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,45,Spitfire Pokémon,57,1000000,1.3,65,75.4,126,100,85,93,Fire,Ninguno,44.5,1,0
Kailiosカイロス,Pinsir,"Hyper Cutter, Mold Breaker, Moxie",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,1.5,65,50.0,127,65,90,105,Bug,Ninguno,55.0,1,0
Kentaurosケンタロス,Tauros,"Intimidate, Anger Point, Sheer Force",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,45,Wild Bull Pokémon,95,1250000,1.4,75,100.0,128,40,70,110,Normal,Ninguno,88.4,1,0
Koikingコイキング,Magikarp,"Swift Swim, Rattled",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,255,Fish Pokémon,55,1250000,0.9,20,50.0,129,15,20,80,Water,Ninguno,10.0,1,0
Gyaradosギャラドス,Gyarados,"Intimidate, Moxie",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,45,Atrocious Pokémon,109,1250000,6.5,95,50.0,130,70,130,81,Water,Flying,235.0,1,0
Laplaceラプラス,Lapras,"Water Absorb, Shell Armor, Hydration",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,45,Transport Pokémon,80,1250000,2.5,130,50.0,131,85,95,60,Water,Ice,220.0,1,0
Metamonメタモン,Ditto,"Limber, Imposter",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,35,Transform Pokémon,48,1000000,0.3,48,-1.0,132,48,48,48,Normal,Ninguno,4.0,1,0
Eievuiイーブイ,Eevee,"Run Away, Adaptability, Anticipation",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,45,Evolution Pokémon,50,1000000,0.3,55,88.1,133,45,65,55,Normal,Ninguno,6.5,1,0
Showersシャワーズ,Vaporeon,"Water Absorb, Hydration",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,1.0,130,88.1,134,110,95,65,Water,Ninguno,29.0,1,0
Thundersサンダース,Jolteon,"Volt Absorb, Quick Feet",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,45,Lightning Pokémon,60,1000000,0.8,65,88.1,135,110,95,130,Electric,Ninguno,24.5,1,0
Boosterブースター,Flareon,"Flash Fire, Guts",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,8960,70,525,45,Flame Pokémon,60,1000000,0.9,65,88.1,136,95,110,65,Fire,Ninguno,25.0,1,0
Porygonポリゴン,Porygon,"Trace, Download, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,395,45,Virtual Pokémon,70,1000000,0.8,65,-1.0,137,85,75,40,Normal,Ninguno,36.5,1,0
Omniteオムナイト,Omanyte,"Swift Swim, Shell Armor, Weak Armor",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,7680,70,355,45,Spiral Pokémon,100,1000000,0.4,35,88.1,138,90,55,35,Rock,Water,7.5,1,0
Omstarオムスター,Omastar,"Swift Swim, Shell Armor, Weak Armor",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,7680,70,495,45,Spiral Pokémon,125,1000000,1.0,70,88.1,139,115,70,55,Rock,Water,35.0,1,0
Kabutoカブト,Kabuto,"Swift Swim, Battle Armor, Weak Armor",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,7680,70,355,45,Shellfish Pokémon,90,1000000,0.5,30,88.1,140,55,45,55,Rock,Water,11.5,1,0
Kabutopsカブトプス,Kabutops,"Swift Swim, Battle Armor, Weak Armor",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115,7680,70,495,45,Shellfish Pokémon,105,1000000,1.3,60,88.1,141,65,70,80,Rock,Water,40.5,1,0
Pteraプテラ,Aerodactyl,"Rock Head, Pressure, Unnerve",0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,8960,70,615,45,Fossil Pokémon,85,1250000,1.8,80,88.1,142,70,95,150,Rock,Flying,59.0,1,0
Kabigonカビゴン,Snorlax,"Immunity, Thick Fat, Gluttony",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,10240,70,540,25,Sleeping Pokémon,65,1250000,2.1,160,88.1,143,65,110,30,Normal,Ninguno,460.0,1,0
Freezerフリーザー,Articuno,"Pressure, Snow Cloak",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,20480,35,580,3,Freeze Pokémon,100,1250000,1.7,90,-1.0,144,95,125,85,Ice,Flying,55.4,1,1
Thunderサンダー,Zapdos,"Pressure, Static",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,20480,35,580,3,Electric Pokémon,85,1250000,1.6,90,-1.0,145,125,90,100,Electric,Flying,52.6,1,1
Fireファイヤー,Moltres,"Pressure, Flame Body",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,20480,35,580,3,Flame Pokémon,90,1250000,2.0,90,-1.0,146,125,85,90,Fire,Flying,60.0,1,1
Miniryuミニリュウ,Dratini,"Shed Skin, Marvel Scale",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,10240,35,300,45,Dragon Pokémon,45,1250000,1.8,41,50.0,147,50,50,50,Dragon,Ninguno,3.3,1,0
Hakuryuハクリュー,Dragonair,"Shed Skin, Marvel Scale",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,10240,35,420,45,Dragon Pokémon,65,1250000,4.0,61,50.0,148,70,70,70,Dragon,Ninguno,16.5,1,0
Kairyuカイリュー,Dragonite,"Inner Focus, Multiscale",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,10240,35,600,45,Dragon Pokémon,95,1250000,2.2,91,50.0,149,100,100,80,Dragon,Flying,210.0,1,0
Mewtwoミュウツー,Mewtwo,"Pressure, Unnerve",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,30720,0,780,3,Genetic Pokémon,70,1250000,2.0,106,-1.0,150,194,120,140,Psychic,Ninguno,122.0,1,1
Mewミュウ,Mew,Synchronize,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,30720,100,600,45,New Species Pokémon,100,1059860,0.4,100,-1.0,151,100,100,100,Psychic,Ninguno,4.0,1,1
Chicoritaチコリータ,Chikorita,"Overgrow, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,5120,70,318,45,Leaf Pokémon,65,1059860,0.9,45,88.1,152,49,65,45,Grass,Ninguno,6.4,2,0
Bayleafベイリーフ,Bayleef,"Overgrow, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62,5120,70,405,45,Leaf Pokémon,80,1059860,1.2,60,88.1,153,63,80,60,Grass,Ninguno,15.8,2,0
Meganiumメガニウム,Meganium,"Overgrow, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82,5120,70,525,45,Herb Pokémon,100,1059860,1.8,80,88.1,154,83,100,80,Grass,Ninguno,100.5,2,0
Hinoarashiヒノアラシ,Cyndaquil,"Blaze, Flash Fire",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52,5120,70,309,45,Fire Mouse Pokémon,43,1059860,0.5,39,88.1,155,60,50,65,Fire,Ninguno,7.9,2,0
Magmarashiマグマラシ,Quilava,"Blaze, Flash Fire",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64,5120,70,405,45,Volcano Pokémon,58,1059860,0.9,58,88.1,156,80,65,80,Fire,Ninguno,19.0,2,0
Bakphoonバクフーン,Typhlosion,"Blaze, Flash Fire",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84,5120,70,534,45,Volcano Pokémon,78,1059860,1.7,78,88.1,157,109,85,100,Fire,Ninguno,79.5,2,0
Waninokoワニノコ,Totodile,"Torrent, Sheer Force",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,314,45,Big Jaw Pokémon,64,1059860,0.6,50,88.1,158,44,48,43,Water,Ninguno,9.5,2,0
Alligatesアリゲイツ,Croconaw,"Torrent, Sheer Force",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,5120,70,405,45,Big Jaw Pokémon,80,1059860,1.1,65,88.1,159,59,63,58,Water,Ninguno,25.0,2,0
